CustomerID,JoinDate,City,CustomerType
C2487,2024-02-12,Cairo,Returning
C2488,2024-11-06,Cairo,Returning
C2489,2024-04-02,Cairo,New
C2490,2024-06-04,Giza,Returning
C2491,2024-07-17,Cairo,New
C2492,2024-10-13,Cairo,Returning
C2493,2023-05-29,Giza,Returning
C2494,2024-03-21,Cairo,New
C2495,2023-08-16,Giza,New
C2496,2023-02-08,Giza,Returning
C2497,2024-02-15,Giza,Returning
C2498,2024-09-03,Cairo,Returning
C2499,2023-06-29,Giza,Returning
C2500,2023-07-26,Giza,New
C2501,2024-09-05,Cairo,Returning
C2502,2024-11-21,Cairo,Returning
C2503,2024-11-01,Cairo,Returning
C2504,2023-03-30,Giza,Returning
C2505,2023-12-28,Giza,Returning
C2506,2023-07-25,Cairo,Returning
C2507,2023-03-12,Cairo,Returning
C2508,2024-07-26,Giza,New
C2509,2023-10-11,Cairo,Returning
C2510,2023-07-19,Giza,Returning
C2511,2024-08-11,Cairo,New
C2512,2024-02-21,Cairo,Returning
C2513,2024-05-30,Giza,New
C2514,2023-04-30,Giza,Returning
C2515,2024-08-11,Giza,Returning
C2516,2024-01-22,Giza,Returning
C2517,2023-12-14,Giza,Returning
C2518,2024-08-23,Cairo,Returning
C2519,2023-09-22,Cairo,Returning
C2520,2023-08-14,Cairo,Returning
C2521,2024-02-27,Giza,Returning
C2522,2023-01-10,Giza,New
C2523,2023-04-06,Giza,Returning
C2524,2023-12-17,Cairo,Returning
C2525,2023-07-02,Giza,New
C2526,2023-08-12,Giza,New
C2527,2024-11-30,Cairo,Returning
C2528,2023-07-24,Cairo,Returning
C2529,2023-09-29,Cairo,New
C2530,2023-09-13,Giza,New
C2531,2023-04-20,Cairo,Returning
C2532,2024-11-23,Giza,Returning
C2533,2024-07-08,Cairo,Returning
C2534,2024-01-16,Giza,Returning
C2535,2024-08-11,Giza,Returning
C2536,2024-06-07,Giza,Returning
C2537,2024-08-13,Cairo,New
C2538,2024-03-09,Giza,Returning
C2539,2023-02-03,Giza,Returning
C2540,2023-06-28,Giza,Returning
C2541,2024-06-14,Giza,New
C2542,2023-01-09,Cairo,Returning
C2543,2024-01-24,Cairo,New
C2544,2024-09-19,Giza,New
C2545,2023-09-27,Cairo,New
C2546,2024-09-19,Giza,Returning
C2547,2024-05-25,Giza,New
C2548,2024-01-17,Giza,Returning
C2549,2023-10-14,Giza,New
C2550,2023-05-15,Cairo,Returning
C2551,2023-10-04,Cairo,Returning
C2552,2024-01-26,Cairo,New
C2553,2023-06-03,Giza,Returning
C2554,2023-06-30,Giza,Returning
C2555,2024-10-07,Giza,Returning
C2556,2023-11-04,Giza,Returning
C2557,2024-08-04,Cairo,Returning
C2558,2023-06-17,Cairo,New
C2559,2023-09-18,Giza,Returning
C2560,2023-04-09,Giza,Returning
C2561,2023-09-24,Giza,Returning
C2562,2024-07-24,Giza,New
C2563,2024-02-26,Cairo,Returning
C2564,2024-11-26,Cairo,Returning
C2565,2024-10-27,Cairo,Returning
C2566,2023-10-19,Giza,New
C2567,2024-06-06,Giza,Returning
C2568,2024-04-02,Cairo,Returning
C2569,2023-10-21,Giza,Returning
C2570,2023-05-29,Cairo,Returning
C2571,2023-12-12,Giza,Returning
C2572,2024-08-08,Giza,Returning
C2573,2023-03-15,Cairo,New
C2574,2023-08-22,Giza,New
C2575,2023-10-26,Giza,Returning
C2576,2024-02-09,Giza,Returning
C2577,2024-01-07,Giza,Returning
C2578,2023-07-08,Cairo,New
C2579,2023-08-29,Giza,Returning
C2580,2023-03-23,Cairo,New
C2581,2023-04-16,Cairo,New
C2582,2024-04-29,Cairo,New
C2583,2024-02-11,Cairo,New
C2584,2024-09-24,Cairo,New
C2585,2024-02-04,Giza,New
C2586,2023-10-18,Giza,Returning
C2587,2023-05-15,Cairo,New
C2588,2024-11-10,Giza,Returning
C2589,2023-11-30,Giza,Returning
C2590,2024-07-07,Giza,Returning
C2591,2023-05-19,Cairo,Returning
C2592,2024-04-12,Giza,Returning
C2593,2024-10-16,Giza,Returning
C2594,2024-05-08,Cairo,Returning
C2595,2024-03-28,Giza,Returning
C2596,2023-09-24,Cairo,New
C2597,2023-01-01,Cairo,New
C2598,2024-04-25,Cairo,Returning
C2599,2024-05-18,Giza,New
C2600,2024-03-16,Giza,Returning
C2601,2023-01-08,Giza,New
C2602,2024-07-28,Giza,Returning
C2603,2023-06-17,Giza,Returning
C2604,2023-08-14,Giza,New
C2605,2024-10-02,Cairo,Returning
C2606,2024-09-19,Giza,New
C2607,2024-06-28,Giza,Returning
C2608,2023-03-12,Cairo,New
C2609,2023-04-24,Giza,Returning
C2610,2023-10-06,Giza,New
C2611,2023-01-20,Cairo,New
C2612,2024-07-01,Cairo,New
C2613,2023-04-15,Giza,New
C2614,2024-03-24,Cairo,New
C2615,2023-06-04,Cairo,Returning
C2616,2023-12-17,Giza,New
C2617,2024-05-25,Giza,Returning
C2618,2023-02-02,Giza,New
C2619,2023-05-30,Cairo,New
C2620,2024-02-06,Cairo,Returning
C2621,2023-07-05,Cairo,Returning
C2622,2023-09-14,Giza,Returning
C2623,2023-05-05,Cairo,Returning
C2624,2024-03-29,Cairo,Returning
C2625,2023-02-04,Cairo,Returning
C2626,2023-04-07,Cairo,Returning
C2627,2024-11-28,Giza,Returning
C2628,2023-06-12,Cairo,Returning
C2629,2024-07-16,Cairo,New
C2630,2024-10-15,Giza,New
C2631,2023-02-23,Cairo,Returning
C2632,2023-08-30,Giza,New
C2633,2023-06-21,Giza,Returning
C2634,2024-02-10,Cairo,New
C2635,2023-02-13,Giza,Returning
C2636,2023-06-08,Giza,Returning
C2637,2023-09-12,Cairo,Returning
C2638,2024-09-25,Giza,Returning
C2639,2024-10-02,Cairo,New
C2640,2024-10-22,Cairo,Returning
C2641,2023-04-20,Cairo,Returning
C2642,2023-11-21,Giza,Returning
C2643,2024-03-25,Cairo,New
C2644,2024-01-22,Giza,Returning
C2645,2023-09-14,Cairo,Returning
C2646,2024-03-24,Giza,Returning
C2647,2024-05-16,Cairo,Returning
C2648,2024-07-10,Giza,New
C2649,2024-04-24,Giza,Returning
C2650,2024-09-05,Cairo,New
C2651,2023-06-08,Giza,New
C2652,2023-09-27,Giza,Returning
C2653,2024-10-15,Giza,Returning
C2654,2023-01-20,Giza,Returning
C2655,2023-09-02,Giza,Returning
C2656,2024-11-05,Giza,New
C2657,2024-11-30,Giza,Returning
C2658,2023-06-07,Giza,New
C2659,2024-10-18,Giza,New
C2660,2024-06-19,Cairo,New
C2661,2023-05-13,Cairo,Returning
C2662,2023-07-26,Cairo,Returning
C2663,2023-04-12,Cairo,Returning
C2664,2024-02-02,Giza,Returning
C2665,2024-08-27,Giza,New
C2666,2023-08-15,Cairo,New
C2667,2023-08-02,Giza,Returning
C2668,2023-03-23,Giza,Returning
C2669,2023-03-04,Giza,Returning
C2670,2024-03-01,Giza,Returning
C2671,2023-03-01,Giza,Returning
C2672,2023-03-14,Giza,New
C2673,2023-08-10,Cairo,New
C2674,2023-08-25,Giza,New
C2675,2024-06-22,Cairo,Returning
C2676,2023-07-03,Giza,Returning
C2677,2024-10-15,Giza,Returning
C2678,2024-11-12,Giza,Returning
C2679,2023-06-20,Cairo,Returning
C2680,2024-05-31,Giza,Returning
C2681,2024-06-30,Giza,Returning
C2682,2023-11-19,Giza,Returning
C2683,2024-02-27,Giza,Returning
C2684,2023-11-28,Cairo,Returning
C2685,2023-08-08,Giza,Returning
C2686,2023-09-18,Giza,Returning
C2687,2024-04-03,Giza,New
C2688,2023-02-05,Giza,Returning
C2689,2024-06-14,Cairo,Returning
C2690,2023-11-06,Cairo,New
C2691,2023-08-16,Cairo,Returning
C2692,2023-01-23,Giza,Returning
C2693,2024-06-07,Cairo,New
C2694,2024-04-16,Giza,New
C2695,2023-09-29,Giza,Returning
C2696,2023-09-13,Cairo,New
C2697,2023-11-04,Cairo,Returning
C2698,2024-08-05,Cairo,Returning
C2699,2023-11-29,Giza,New
C2700,2024-08-13,Cairo,Returning
C2701,2023-11-04,Cairo,Returning
C2702,2024-08-13,Giza,New
C2703,2023-02-27,Giza,New
C2704,2024-03-20,Giza,Returning
C2705,2023-05-04,Cairo,Returning
C2706,2024-09-08,Cairo,Returning
C2707,2024-10-09,Giza,New
C2708,2024-06-20,Cairo,New
C2709,2024-08-01,Cairo,New
C2710,2023-08-15,Cairo,New
C2711,2024-02-07,Giza,Returning
C2712,2024-08-12,Cairo,New
C2713,2023-10-24,Giza,New
C2714,2023-12-11,Cairo,Returning
C2715,2023-02-20,Giza,New
C2716,2024-02-13,Giza,Returning
C2717,2023-05-14,Cairo,Returning
C2718,2023-07-22,Giza,Returning
C2719,2024-08-08,Cairo,Returning
C2720,2024-06-20,Cairo,New
C2721,2023-09-30,Giza,New
C2722,2024-08-12,Cairo,New
C2723,2024-02-28,Giza,Returning
C2724,2023-07-15,Giza,New
C2725,2024-11-02,Cairo,Returning
C2726,2023-06-23,Giza,Returning
C2727,2024-03-28,Cairo,Returning
C2728,2023-08-28,Cairo,Returning
C2729,2023-06-09,Cairo,New
C2730,2023-02-25,Cairo,Returning
C2731,2023-06-01,Giza,New
C2732,2023-04-24,Giza,Returning
C2733,2023-01-24,Giza,New
C2734,2024-07-04,Cairo,New
C2735,2024-06-19,Giza,Returning
C2736,2024-09-29,Cairo,Returning
C2737,2024-11-15,Cairo,Returning
C2738,2024-11-10,Cairo,New
C2739,2023-03-03,Giza,New
C2740,2024-09-24,Giza,New
C2741,2024-11-01,Cairo,New
C2742,2024-11-07,Giza,Returning
C2743,2024-11-06,Giza,Returning
C2744,2023-01-20,Giza,Returning
C2745,2024-10-26,Giza,New
C2746,2024-01-25,Cairo,Returning
C2747,2024-05-11,Cairo,New
C2748,2024-05-27,Giza,Returning
C2749,2023-01-23,Cairo,New
C2750,2024-06-26,Giza,New
C2751,2024-02-07,Cairo,New
C2752,2024-12-01,Giza,Returning
C2753,2023-11-06,Cairo,Returning
C2754,2024-05-28,Giza,Returning
C2755,2024-10-02,Giza,Returning
C2756,2023-01-31,Giza,New
C2757,2023-12-16,Giza,Returning
C2758,2023-03-31,Giza,Returning
C2759,2024-11-25,Cairo,Returning
C2760,2024-08-09,Cairo,Returning
C2761,2023-11-16,Giza,Returning
C2762,2023-05-15,Cairo,Returning
C2763,2024-08-17,Cairo,Returning
C2764,2023-11-13,Cairo,Returning
C2765,2023-05-29,Cairo,New
C2766,2024-07-24,Cairo,New
C2767,2023-05-30,Cairo,Returning
C2768,2024-02-28,Giza,New
C2769,2024-10-14,Giza,New
C2770,2023-07-12,Cairo,New
C2771,2023-01-27,Giza,Returning
C2772,2024-09-19,Cairo,Returning
C2773,2023-08-25,Cairo,Returning
C2774,2024-05-03,Cairo,Returning
C2775,2024-09-11,Giza,Returning
C2776,2024-01-18,Cairo,Returning
C2777,2024-05-18,Giza,New
C2778,2023-07-17,Cairo,New
C2779,2023-01-16,Giza,Returning
C2780,2023-08-16,Cairo,Returning
C2781,2023-03-09,Cairo,Returning
C2782,2024-03-25,Giza,Returning
C2783,2024-04-13,Cairo,Returning
C2784,2023-02-12,Giza,Returning
C2785,2024-02-08,Cairo,Returning
C2786,2024-04-07,Giza,Returning
C2787,2023-02-13,Cairo,Returning
C2788,2024-02-10,Cairo,Returning
C2789,2024-06-12,Cairo,New
C2790,2024-03-26,Giza,Returning
C2791,2023-10-20,Giza,New
C2792,2023-10-29,Cairo,Returning
C2793,2023-05-26,Giza,Returning
C2794,2024-04-07,Cairo,Returning
C2795,2023-04-26,Cairo,Returning
C2796,2024-07-13,Cairo,Returning
C2797,2023-11-28,Giza,New
C2798,2024-04-09,Cairo,Returning
C2799,2023-04-03,Giza,New
C2800,2024-10-26,Cairo,Returning
C2801,2023-05-07,Cairo,New
C2802,2024-04-05,Giza,New
C2803,2024-01-29,Cairo,Returning
C2804,2024-01-25,Cairo,Returning
C2805,2023-12-10,Cairo,New
C2806,2023-05-29,Cairo,Returning
C2807,2023-02-22,Giza,New
C2808,2024-04-01,Giza,Returning
C2809,2023-05-01,Cairo,Returning
C2810,2023-01-04,Giza,New
C2811,2024-05-24,Giza,Returning
C2812,2023-01-06,Giza,New
C2813,2024-08-25,Giza,Returning
C2814,2024-03-28,Cairo,Returning
C2815,2023-01-07,Cairo,Returning
C2816,2023-10-12,Cairo,New
C2817,2023-06-01,Cairo,Returning
C2818,2023-02-07,Cairo,Returning
C2819,2024-11-14,Giza,New
C2820,2023-03-31,Cairo,New
C2821,2023-07-02,Cairo,Returning
C2822,2024-09-17,Cairo,Returning
C2823,2024-08-15,Giza,Returning
C2824,2023-04-06,Giza,New
C2825,2024-01-24,Cairo,Returning
C2826,2024-07-17,Cairo,New
C2827,2023-05-18,Cairo,Returning
C2828,2023-10-09,Giza,Returning
C2829,2024-06-21,Cairo,Returning
C2830,2024-09-18,Cairo,New
C2831,2024-10-06,Cairo,Returning
C2832,2024-09-11,Giza,Returning
C2833,2023-11-21,Giza,Returning
C2834,2024-09-30,Giza,Returning
C2835,2024-09-21,Giza,Returning
C2836,2024-10-09,Giza,Returning
C2837,2023-07-04,Cairo,Returning
C2838,2023-07-18,Cairo,New
C2839,2024-04-21,Cairo,Returning
C2840,2023-08-01,Giza,Returning
C2841,2023-12-08,Giza,Returning
C2842,2024-10-14,Cairo,New
C2843,2023-07-26,Giza,New
C2844,2023-03-11,Giza,New
C2845,2024-07-17,Giza,Returning
C2846,2023-04-27,Giza,New
C2847,2024-08-05,Cairo,Returning
C2848,2023-07-18,Giza,Returning
C2849,2024-11-19,Giza,Returning
C2850,2023-02-06,Cairo,Returning
C2851,2024-10-04,Giza,Returning
C2852,2024-07-03,Giza,Returning
C2853,2024-02-28,Cairo,Returning
C2854,2023-11-03,Giza,Returning
C2855,2023-01-20,Cairo,Returning
C2856,2023-12-06,Giza,New
C2857,2023-06-02,Giza,Returning
C2858,2023-12-14,Giza,Returning
C2859,2023-06-19,Giza,New
C2860,2023-04-30,Giza,Returning
C2861,2023-11-19,Cairo,New
C2862,2023-03-30,Giza,Returning
C2863,2024-01-16,Giza,Returning
C2864,2023-11-06,Cairo,Returning
C2865,2023-06-29,Cairo,Returning
C2866,2023-02-08,Cairo,Returning
C2867,2024-03-30,Cairo,Returning
C2868,2024-05-27,Cairo,New
C2869,2024-05-10,Giza,Returning
C2870,2023-05-27,Cairo,Returning
C2871,2024-06-12,Cairo,New
C2872,2023-02-07,Giza,Returning
C2873,2024-06-18,Cairo,New
C2874,2023-02-15,Cairo,New
C2875,2023-02-17,Cairo,Returning
C2876,2024-11-05,Giza,New
C2877,2023-11-16,Cairo,New
C2878,2023-07-17,Giza,New
C2879,2023-11-23,Giza,Returning
C2880,2023-10-07,Cairo,New
C2881,2023-04-28,Cairo,Returning
C2882,2024-07-27,Cairo,New
C2883,2023-12-25,Giza,New
C2884,2023-10-18,Cairo,New
C2885,2023-11-15,Giza,Returning
C2886,2023-02-21,Cairo,New
C2887,2024-11-22,Cairo,New
C2888,2023-02-25,Cairo,Returning
C2889,2023-07-03,Giza,Returning
C2890,2023-11-16,Giza,Returning
C2891,2024-11-17,Cairo,Returning
C2892,2024-04-21,Cairo,New
C2893,2024-04-24,Cairo,Returning
C2894,2024-12-01,Giza,Returning
C2895,2023-08-18,Cairo,Returning
C2896,2024-09-23,Giza,Returning
C2897,2024-02-06,Cairo,Returning
C2898,2024-11-12,Giza,Returning
C2899,2023-11-29,Giza,Returning
C2900,2023-03-08,Giza,New
C2901,2024-05-05,Giza,Returning
C2902,2023-10-17,Giza,Returning
C2903,2023-05-11,Cairo,Returning
C2904,2023-04-20,Giza,Returning
C2905,2023-03-14,Giza,Returning
C2906,2024-02-15,Giza,New
C2907,2023-09-07,Cairo,Returning
C2908,2024-01-29,Cairo,New
C2909,2024-08-28,Giza,Returning
C2910,2024-03-21,Giza,Returning
C2911,2023-08-30,Cairo,Returning
C2912,2023-03-21,Giza,New
C2913,2024-09-02,Giza,New
C2914,2023-04-10,Giza,New
C2915,2024-02-20,Cairo,Returning
C2916,2024-09-02,Giza,New
C2917,2024-10-22,Cairo,New
C2918,2023-05-23,Cairo,Returning
C2919,2024-11-07,Cairo,Returning
C2920,2023-10-26,Giza,Returning
C2921,2024-04-02,Cairo,New
C2922,2023-11-21,Giza,Returning
C2923,2024-11-26,Giza,Returning
C2924,2024-03-21,Giza,Returning
C2925,2024-08-19,Cairo,Returning
C2926,2024-06-06,Giza,Returning
C2927,2023-10-29,Cairo,Returning
C2928,2024-07-16,Cairo,New
C2929,2024-07-27,Giza,New
C2930,2023-10-16,Cairo,New
C2931,2024-08-27,Giza,Returning
C2932,2024-01-27,Giza,Returning
C2933,2024-07-12,Cairo,Returning
C2934,2024-05-01,Cairo,New
C2935,2024-01-29,Giza,Returning
C2936,2023-06-07,Giza,Returning
C2937,2024-11-17,Cairo,New
C2938,2023-03-15,Cairo,New
C2939,2024-05-13,Giza,Returning
C2940,2023-05-20,Cairo,New
C2941,2024-03-01,Giza,Returning
C2942,2024-09-10,Giza,Returning
C2943,2024-04-10,Giza,Returning
C2944,2024-04-05,Giza,Returning
C2945,2023-07-10,Giza,Returning
C2946,2024-08-14,Giza,Returning
C2947,2023-08-31,Giza,Returning
C2948,2024-07-13,Giza,New
C2949,2023-02-08,Giza,Returning
C2950,2023-04-26,Giza,Returning
C2951,2023-03-23,Cairo,Returning
C2952,2024-06-23,Giza,Returning
C2953,2023-03-22,Cairo,New
C2954,2024-10-07,Cairo,Returning
C2955,2024-07-06,Giza,Returning
C2956,2023-12-18,Cairo,Returning
C2957,2024-06-08,Giza,Returning
C2958,2023-12-06,Giza,Returning
C2959,2023-10-29,Giza,New
C2960,2024-09-03,Giza,Returning
C2961,2024-07-31,Giza,New
C2962,2024-04-29,Cairo,Returning
C2963,2024-11-03,Giza,Returning
C2964,2024-10-01,Cairo,New
C2965,2023-03-26,Cairo,Returning
C2966,2023-10-12,Giza,New
C2967,2023-10-15,Giza,Returning
C2968,2023-01-15,Cairo,Returning
C2969,2024-08-28,Cairo,Returning
C2970,2024-01-14,Cairo,New
C2971,2023-08-30,Giza,New
C2972,2024-06-24,Cairo,New
C2973,2023-03-28,Cairo,Returning
C2974,2023-06-07,Giza,Returning
C2975,2024-02-27,Giza,New
C2976,2024-03-26,Cairo,New
C2977,2023-12-20,Cairo,Returning
C2978,2023-04-29,Cairo,New
C2979,2024-02-13,Giza,New
C2980,2024-06-29,Cairo,Returning
C2981,2024-02-04,Giza,New
C2982,2024-06-27,Giza,New
C2983,2024-04-04,Giza,Returning
C2984,2024-06-26,Cairo,New
C2985,2024-06-28,Giza,Returning
C2986,2024-03-18,Giza,New
C2987,2023-10-01,Cairo,New
C2988,2024-08-21,Giza,Returning
C2989,2024-11-22,Cairo,Returning
C2990,2024-08-25,Cairo,Returning
C2991,2024-11-24,Cairo,New
C2992,2023-01-11,Cairo,Returning
C2993,2023-01-13,Giza,New
C2994,2023-04-17,Giza,Returning
C2995,2023-10-18,Giza,New
C2996,2023-01-25,Cairo,New
C2997,2024-08-31,Cairo,Returning
C2998,2024-10-15,Cairo,Returning
C2999,2023-05-03,Cairo,Returning
C3000,2023-05-14,Giza,Returning
C3001,2024-10-25,Cairo,Returning
C3002,2023-07-08,Giza,New
C3003,2024-11-07,Cairo,Returning
C3004,2023-10-11,Giza,Returning
C3005,2024-11-14,Giza,New
C3006,2023-03-17,Giza,Returning
C3007,2024-01-27,Giza,New
C3008,2023-03-03,Giza,Returning
C3009,2023-09-29,Cairo,Returning
C3010,2024-05-18,Cairo,Returning
C3011,2023-07-02,Giza,New
C3012,2024-07-07,Giza,New
C3013,2024-10-20,Cairo,Returning
C3014,2023-09-23,Cairo,New
C3015,2023-03-14,Giza,Returning
C3016,2023-01-20,Giza,New
C3017,2024-10-17,Cairo,Returning
C3018,2024-11-11,Giza,New
C3019,2023-12-04,Giza,Returning
C3020,2024-06-11,Giza,Returning
C3021,2024-02-18,Cairo,Returning
C3022,2023-01-04,Giza,Returning
C3023,2024-05-08,Cairo,Returning
C3024,2024-01-03,Giza,Returning
C3025,2024-02-15,Cairo,Returning
C3026,2024-10-24,Cairo,Returning
C3027,2023-12-15,Cairo,Returning
C3028,2023-10-24,Cairo,New
C3029,2023-02-10,Giza,Returning
C3030,2023-11-03,Giza,Returning
C3031,2024-10-07,Giza,Returning
C3032,2024-10-09,Giza,Returning
C3033,2023-05-24,Cairo,New
C3034,2024-08-30,Cairo,Returning
C3035,2023-03-06,Giza,Returning
C3036,2024-04-05,Cairo,New
C3037,2023-02-27,Giza,Returning
C3038,2023-02-13,Giza,New
C3039,2024-10-31,Giza,Returning
C3040,2024-07-03,Cairo,Returning
C3041,2023-08-27,Cairo,New
C3042,2023-05-25,Giza,Returning
C3043,2024-04-27,Cairo,New
C3044,2024-10-26,Cairo,New
C3045,2024-10-09,Cairo,Returning
C3046,2023-04-10,Giza,Returning
C3047,2024-08-28,Cairo,Returning
C3048,2023-04-19,Cairo,Returning
C3049,2024-09-22,Cairo,New
C3050,2023-07-27,Giza,New
C3051,2024-11-25,Giza,New
C3052,2024-12-01,Cairo,New
C3053,2023-08-07,Cairo,Returning
C3054,2023-12-10,Cairo,New
C3055,2023-05-25,Giza,New
C3056,2024-01-14,Cairo,Returning
C3057,2024-08-18,Cairo,New
C3058,2024-10-09,Giza,Returning
C3059,2023-01-17,Giza,New
C3060,2023-01-08,Cairo,Returning
C3061,2024-10-29,Giza,Returning
C3062,2024-05-02,Cairo,New
C3063,2024-10-17,Giza,Returning
C3064,2024-02-26,Cairo,Returning
C3065,2024-09-17,Cairo,Returning
C3066,2024-05-26,Cairo,Returning
C3067,2023-11-05,Giza,Returning
C3068,2024-07-25,Cairo,New
C3069,2024-06-26,Cairo,Returning
C3070,2024-07-06,Cairo,Returning
C3071,2024-10-03,Cairo,New
C3072,2023-07-18,Cairo,Returning
C3073,2024-04-30,Giza,New
C3074,2024-11-17,Cairo,New
C3075,2024-01-08,Giza,New
C3076,2023-09-15,Giza,Returning
C3077,2024-04-09,Cairo,New
C3078,2023-02-23,Cairo,New
C3079,2023-01-30,Giza,Returning
C3080,2023-03-14,Cairo,Returning
C3081,2024-08-29,Giza,Returning
C3082,2024-11-24,Giza,New
C3083,2023-04-23,Giza,New
C3084,2023-08-31,Giza,Returning
C3085,2024-01-20,Cairo,New
C3086,2024-08-22,Giza,New
C3087,2024-03-22,Cairo,New
C3088,2024-09-16,Giza,New
C3089,2024-01-18,Cairo,Returning
C3090,2023-07-18,Giza,Returning
C3091,2023-07-27,Giza,New
C3092,2024-08-05,Cairo,New
C3093,2023-04-24,Giza,Returning
C3094,2023-06-25,Giza,New
C3095,2023-10-30,Cairo,Returning
C3096,2024-10-15,Cairo,Returning
C3097,2024-07-20,Cairo,New
C3098,2024-06-18,Giza,Returning
C3099,2023-08-10,Giza,Returning
C3100,2023-10-13,Cairo,Returning
C3101,2023-09-10,Cairo,New
C3102,2024-08-16,Cairo,Returning
C3103,2024-08-28,Cairo,Returning
C3104,2023-01-06,Giza,Returning
C3105,2023-02-11,Giza,Returning
C3106,2024-05-31,Cairo,Returning
C3107,2024-02-08,Giza,Returning
C3108,2023-04-11,Giza,Returning
C3109,2023-03-27,Cairo,Returning
C3110,2024-02-21,Cairo,New
C3111,2023-10-30,Cairo,Returning
C3112,2023-04-03,Cairo,Returning
C3113,2023-11-09,Cairo,Returning
C3114,2024-08-07,Cairo,Returning
C3115,2024-04-19,Cairo,Returning
C3116,2024-02-20,Cairo,Returning
C3117,2024-01-15,Giza,Returning
C3118,2023-01-02,Cairo,Returning
C3119,2023-12-07,Cairo,New
C3120,2023-10-04,Cairo,Returning
C3121,2023-03-24,Giza,Returning
C3122,2023-02-26,Giza,Returning
C3123,2023-04-24,Giza,Returning
C3124,2024-09-25,Cairo,Returning
C3125,2023-06-29,Cairo,Returning
C3126,2023-07-29,Cairo,Returning
C3127,2023-09-02,Cairo,Returning
C3128,2024-08-17,Cairo,Returning
C3129,2023-08-19,Giza,Returning
C3130,2023-10-01,Giza,New
C3131,2023-03-06,Giza,New
C3132,2024-05-12,Cairo,Returning
C3133,2024-06-28,Giza,Returning
C3134,2024-01-12,Cairo,New
C3135,2024-04-13,Cairo,New
C3136,2023-07-03,Giza,Returning
C3137,2023-03-20,Cairo,New
C3138,2023-04-25,Cairo,Returning
C3139,2023-07-29,Cairo,New
C3140,2024-11-29,Cairo,Returning
C3141,2024-03-06,Giza,Returning
C3142,2023-01-22,Giza,New
C3143,2023-01-23,Cairo,Returning
C3144,2024-06-16,Giza,Returning
C3145,2023-12-18,Giza,Returning
C3146,2024-11-12,Giza,Returning
C3147,2024-08-03,Cairo,Returning
C3148,2023-11-10,Cairo,Returning
C3149,2023-08-21,Giza,Returning
C3150,2023-10-23,Cairo,New
C3151,2023-10-19,Giza,Returning
C3152,2024-09-25,Cairo,Returning
C3153,2023-10-20,Cairo,Returning
C3154,2024-11-13,Cairo,New
C3155,2023-04-30,Cairo,Returning
C3156,2024-08-11,Cairo,Returning
C3157,2024-01-14,Cairo,New
C3158,2023-02-05,Giza,Returning
C3159,2023-06-01,Giza,Returning
C3160,2023-06-16,Giza,New
C3161,2023-01-26,Giza,Returning
C3162,2023-05-29,Giza,Returning
C3163,2023-06-09,Cairo,Returning
C3164,2024-07-13,Giza,Returning
C3165,2023-10-30,Giza,Returning
C3166,2024-08-10,Cairo,Returning
C3167,2024-03-28,Giza,Returning
C3168,2024-05-05,Cairo,New
C3169,2024-07-18,Cairo,New
C3170,2024-02-16,Cairo,Returning
C3171,2023-04-05,Giza,New
C3172,2024-10-18,Cairo,Returning
C3173,2023-08-16,Giza,New
C3174,2023-03-27,Giza,Returning
C3175,2023-03-31,Giza,New
C3176,2023-11-22,Cairo,Returning
C3177,2024-01-05,Giza,New
C3178,2024-03-13,Giza,Returning
C3179,2023-01-13,Giza,New
C3180,2023-11-12,Giza,Returning
C3181,2023-03-31,Cairo,Returning
C3182,2024-03-30,Giza,Returning
C3183,2023-10-23,Cairo,Returning
C3184,2024-03-10,Giza,New
C3185,2024-08-24,Cairo,New
C3186,2023-11-07,Giza,Returning
C3187,2024-06-21,Giza,New
C3188,2024-08-27,Giza,New
C3189,2024-02-24,Giza,Returning
C3190,2024-07-23,Giza,Returning
C3191,2023-05-21,Cairo,New
C3192,2024-01-26,Giza,Returning
C3193,2023-02-13,Giza,Returning
C3194,2023-11-08,Giza,Returning
C3195,2024-04-19,Cairo,New
C3196,2023-01-03,Cairo,New
C3197,2024-10-17,Giza,New
C3198,2024-11-12,Giza,Returning
C3199,2024-05-18,Cairo,New
C3200,2023-10-11,Giza,Returning
C3201,2023-03-10,Giza,Returning
C3202,2024-08-02,Giza,Returning
C3203,2024-10-05,Giza,Returning
C3204,2023-05-03,Giza,Returning
C3205,2024-08-12,Cairo,Returning
C3206,2023-06-16,Cairo,New
C3207,2024-04-17,Cairo,Returning
C3208,2023-02-24,Giza,Returning
C3209,2024-10-13,Giza,New
C3210,2023-10-26,Cairo,Returning
C3211,2024-10-05,Cairo,Returning
C3212,2024-09-05,Cairo,Returning
C3213,2023-11-20,Giza,New
C3214,2024-01-07,Cairo,Returning
C3215,2023-12-27,Cairo,New
C3216,2024-06-14,Giza,Returning
C3217,2024-05-11,Giza,New
C3218,2023-06-16,Cairo,New
C3219,2024-05-30,Cairo,Returning
C3220,2024-07-26,Cairo,Returning
C3221,2023-03-20,Cairo,Returning
C3222,2023-01-18,Giza,New
C3223,2024-01-07,Cairo,Returning
C3224,2024-09-03,Giza,New
C3225,2023-11-08,Cairo,Returning
C3226,2023-05-02,Cairo,New
C3227,2023-05-26,Cairo,New
C3228,2023-08-03,Cairo,Returning
C3229,2024-03-11,Cairo,New
C3230,2024-05-10,Giza,New
