OrderID,OrderDate,CustomerID,BranchID,Branch,City,ProductID,Product,Category,Subcategory,Quantity,UnitPrice,Sales,Cost,Profit,PaymentMethod,Channel,CustomerType
104400,2024-01-13 11:58:00,C3475,B005,Heliopolis,Cairo,P017,Salt 500g,Grocery,Staples,2,12,24,12,12,Visa,Store,Returning
104401,2024-04-30 14:31:00,C3350,B009,6th of October City,Giza,P009,Sugar 1kg,Grocery,Baking,1,40,40,22,18,Visa,Store,Returning
104402,2024-12-29 15:12:00,C1244,B007,Zamalek,Cairo,P011,Pasta 500g,Grocery,Pasta,3,35,105,54,51,Wallet,Online,Returning
104403,2024-04-08 10:15:00,C3733,B009,6th of October City,Giza,P040,Granola 400g,Breakfast,Cereal,1,95,95,55,40,Cash,Store,New
104404,2024-04-30 14:16:00,C1652,B008,Dokki,Giza,P010,Rice 5kg,Grocery,Staples,1,180,180,110,70,Cash,Store,New
104405,2024-08-03 22:51:00,C1792,B005,Heliopolis,Cairo,P031,Bread 1pc,Bakery,Bread,1,8,8,4,4,Visa,Store,Returning
104406,2024-12-30 12:06:00,C1312,B007,Zamalek,Cairo,P015,Orange Juice 1L,Beverages,Juice,1,60,60,35,25,Cash,Store,Returning
104407,2024-03-07 08:25:00,C1645,B004,Mall of Arabia - 6th October,Giza,P039,Cooking Spray 200ml,Household,Cooking,2,65,130,72,58,Cash,Store,Returning
104408,2024-03-27 17:28:00,C2158,B008,Dokki,Giza,P031,Bread 1pc,Bakery,Bread,1,8,8,4,4,Cash,Store,Returning
104409,2024-07-02 16:19:00,C2256,B001,Maadi 1,Cairo,P007,Sunflower Oil 1L,Oils,Vegetable,2,180,360,200,160,Visa,Store,Returning
104410,2024-05-17 12:51:00,C4215,B002,Mohandeseen,Giza,P034,Ginger Powder 100g,Spices,Powder,1,45,45,25,20,Cash,Store,Returning
104411,2024-02-27 19:19:00,C2106,B012,City Stars,Cairo,P005,Instant Coffee 200g,Coffee,Instant,1,95,95,45,50,Cash,Store,Returning
104412,2024-02-05 09:26:00,C1390,B009,6th of October City,Giza,P019,Cinnamon 50g,Spices,Spice,3,48,144,84,60,Cash,Store,Returning
104413,2024-07-16 22:01:00,C1424,B004,Mall of Arabia - 6th October,Giza,P003,Mixed Nuts 300g,Nuts,Mix,1,150,150,95,55,Wallet,Store,Returning
104414,2024-09-21 17:10:00,C2111,B007,Zamalek,Cairo,P006,Olive Oil 500ml,Oils,Olive,2,220,440,280,160,Visa,Store,New
104415,2024-06-19 13:21:00,C2234,B012,City Stars,Cairo,P019,Cinnamon 50g,Spices,Spice,2,48,96,56,40,Visa,Store,Returning
104416,2024-06-28 22:16:00,C3587,B003,New Cairo (Waterway),Cairo,P031,Bread 1pc,Bakery,Bread,1,8,8,4,4,Visa,Store,New
104417,2024-05-06 14:32:00,C3883,B005,Heliopolis,Cairo,P001,Almonds 250g,Nuts,Roasted,1,85,85,55,30,Wallet,Online,New
104418,2024-04-28 15:28:00,C3312,B002,Mohandeseen,Giza,P004,Turkish Coffee 200g,Coffee,Ground,1,110,110,60,50,Mada,Online,Returning
104419,2024-04-11 12:56:00,C2363,B011,Maadi 2,Cairo,P021,Walnuts 200g,Nuts,Roasted,1,95,95,60,35,Cash,Store,Returning
104420,2024-05-23 13:54:00,C3978,B010,Sheikh Zayed,Giza,P015,Orange Juice 1L,Beverages,Juice,1,60,60,35,25,Cash,Store,Returning
104421,2024-08-05 08:00:00,C1225,B004,Mall of Arabia - 6th October,Giza,P025,Chips 150g,Snacks,Chips,1,25,25,13,12,Mada,Online,Returning
104422,2024-02-17 17:26:00,C4064,B011,Maadi 2,Cairo,P002,Pistachio 200g,Nuts,Salted,1,120,120,75,45,Mada,Store,Returning
104423,2024-03-17 11:33:00,C1703,B007,Zamalek,Cairo,P013,Cheddar Cheese 200g,Dairy,Cheese,2,95,190,110,80,Visa,Store,New
104424,2024-05-16 18:08:00,C1919,B012,City Stars,Cairo,P032,Frozen Vegetables 400g,Frozen,Veg,1,55,55,32,23,Cash,Online,Returning
104425,2024-08-15 19:55:00,C4495,B004,Mall of Arabia - 6th October,Giza,P028,Mayonnaise 400g,Grocery,Condiment,1,65,65,38,27,Cash,Store,New
104426,2024-09-30 13:42:00,C1059,B001,Maadi 1,Cairo,P023,Tea Bags 100pcs,Beverages,Tea,1,90,90,50,40,Wallet,Store,New
104427,2024-12-13 18:28:00,C3424,B001,Maadi 1,Cairo,P018,Black Pepper 50g,Spices,Pepper,1,55,55,30,25,Mada,Store,New
104428,2024-05-12 08:49:00,C2423,B012,City Stars,Cairo,P002,Pistachio 200g,Nuts,Salted,2,120,240,150,90,Visa,Store,New
104429,2024-12-15 22:58:00,C2422,B006,Nasr City,Cairo,P012,Tomato Paste 400g,Grocery,Canned,1,28,28,15,13,Cash,Store,Returning
104430,2024-04-06 14:51:00,C4326,B012,City Stars,Cairo,P036,Olives 300g,Grocery,Olives,1,75,75,40,35,Visa,Online,Returning
104431,2024-01-10 11:17:00,C1761,B009,6th of October City,Giza,P014,Milk 1L,Dairy,Milk,1,45,45,25,20,Visa,Store,Returning
104432,2024-04-06 21:47:00,C2873,B008,Dokki,Giza,P023,Tea Bags 100pcs,Beverages,Tea,1,90,90,50,40,Wallet,Store,New
104433,2024-12-19 14:11:00,C3552,B008,Dokki,Giza,P007,Sunflower Oil 1L,Oils,Vegetable,2,180,360,200,160,Wallet,Store,Returning
104434,2024-12-04 17:21:00,C2515,B012,City Stars,Cairo,P008,Honey Natural 500g,Honey,Pure,4,200,800,480,320,Cash,Online,Returning
104435,2024-10-31 13:16:00,C4304,B005,Heliopolis,Cairo,P007,Sunflower Oil 1L,Oils,Vegetable,1,180,180,100,80,Visa,Store,New
104436,2024-10-21 13:18:00,C1286,B003,New Cairo (Waterway),Cairo,P016,Detergent 2kg,Household,Cleaning,1,120,120,70,50,Wallet,Online,Returning
104437,2024-12-22 15:53:00,C2555,B012,City Stars,Cairo,P027,Peanut Butter 350g,Grocery,Spread,1,95,95,55,40,Visa,Store,Returning
104438,2024-08-10 10:30:00,C2660,B006,Nasr City,Cairo,P019,Cinnamon 50g,Spices,Spice,1,48,48,28,20,Cash,Store,New
104439,2024-01-07 09:26:00,C3556,B012,City Stars,Cairo,P014,Milk 1L,Dairy,Milk,1,45,45,25,20,Wallet,Online,Returning
104440,2024-02-04 18:28:00,C4031,B004,Mall of Arabia - 6th October,Giza,P024,Biscuits 200g,Snacks,Biscuit,1,30,30,16,14,Cash,Store,Returning
104441,2024-12-05 20:18:00,C2742,B012,City Stars,Cairo,P027,Peanut Butter 350g,Grocery,Spread,1,95,95,55,40,Visa,Store,Returning
104442,2024-04-29 13:43:00,C4403,B002,Mohandeseen,Giza,P023,Tea Bags 100pcs,Beverages,Tea,1,90,90,50,40,Wallet,Store,Returning
104443,2024-10-09 11:52:00,C3696,B003,New Cairo (Waterway),Cairo,P018,Black Pepper 50g,Spices,Pepper,2,55,110,60,50,Cash,Online,Returning
104444,2024-09-20 17:31:00,C1633,B012,City Stars,Cairo,P029,Vinegar 500ml,Grocery,Condiment,1,28,28,16,12,Cash,Online,Returning
104445,2024-01-24 08:05:00,C3111,B008,Dokki,Giza,P036,Olives 300g,Grocery,Olives,1,75,75,40,35,Cash,Store,Returning
104446,2024-02-22 10:43:00,C3475,B012,City Stars,Cairo,P025,Chips 150g,Snacks,Chips,1,25,25,13,12,Visa,Store,Returning
104447,2024-06-21 15:25:00,C1830,B002,Mohandeseen,Giza,P007,Sunflower Oil 1L,Oils,Vegetable,4,180,720,400,320,Visa,Store,New
104448,2024-05-18 21:49:00,C3495,B010,Sheikh Zayed,Giza,P022,Cashews 200g,Nuts,Roasted,1,110,110,65,45,Cash,Store,New
104449,2024-12-23 22:54:00,C1956,B005,Heliopolis,Cairo,P004,Turkish Coffee 200g,Coffee,Ground,2,110,220,120,100,Cash,Store,Returning
104450,2024-11-22 21:56:00,C3899,B004,Mall of Arabia - 6th October,Giza,P031,Bread 1pc,Bakery,Bread,1,8,8,4,4,Cash,Store,Returning
104451,2024-03-17 20:56:00,C1767,B009,6th of October City,Giza,P039,Cooking Spray 200ml,Household,Cooking,2,65,130,72,58,Cash,Store,New
104452,2024-03-27 18:34:00,C2577,B008,Dokki,Giza,P033,Garlic Powder 100g,Spices,Powder,2,40,80,44,36,Visa,Online,Returning
104453,2024-12-03 15:36:00,C1233,B009,6th of October City,Giza,P023,Tea Bags 100pcs,Beverages,Tea,4,90,360,200,160,Cash,Store,Returning
104454,2024-03-11 14:56:00,C2320,B006,Nasr City,Cairo,P034,Ginger Powder 100g,Spices,Powder,2,45,90,50,40,Cash,Store,Returning
104455,2024-12-30 15:06:00,C2202,B002,Mohandeseen,Giza,P033,Garlic Powder 100g,Spices,Powder,1,40,40,22,18,Cash,Store,Returning
104456,2024-02-03 21:33:00,C2247,B008,Dokki,Giza,P014,Milk 1L,Dairy,Milk,2,45,90,50,40,Mada,Store,New
104457,2024-09-24 20:38:00,C2085,B005,Heliopolis,Cairo,P033,Garlic Powder 100g,Spices,Powder,4,40,160,88,72,Cash,Store,Returning
104458,2024-01-02 15:46:00,C2428,B010,Sheikh Zayed,Giza,P005,Instant Coffee 200g,Coffee,Instant,1,95,95,45,50,Cash,Online,Returning
104459,2024-03-02 09:19:00,C3890,B007,Zamalek,Cairo,P021,Walnuts 200g,Nuts,Roasted,1,95,95,60,35,Cash,Store,Returning
104460,2024-11-28 09:06:00,C2485,B010,Sheikh Zayed,Giza,P009,Sugar 1kg,Grocery,Baking,1,40,40,22,18,Wallet,Store,New
104461,2024-10-22 15:23:00,C1572,B005,Heliopolis,Cairo,P040,Granola 400g,Breakfast,Cereal,1,95,95,55,40,Cash,Store,Returning
104462,2024-09-07 11:46:00,C1160,B011,Maadi 2,Cairo,P012,Tomato Paste 400g,Grocery,Canned,1,28,28,15,13,Visa,Store,Returning
104463,2024-11-29 20:21:00,C2206,B012,City Stars,Cairo,P028,Mayonnaise 400g,Grocery,Condiment,1,65,65,38,27,Cash,Store,Returning
104464,2024-12-08 15:18:00,C1498,B009,6th of October City,Giza,P039,Cooking Spray 200ml,Household,Cooking,3,65,195,108,87,Visa,Online,Returning
104465,2024-09-10 15:00:00,C4284,B001,Maadi 1,Cairo,P003,Mixed Nuts 300g,Nuts,Mix,1,150,150,95,55,Visa,Store,New
104466,2024-03-02 18:09:00,C4210,B006,Nasr City,Cairo,P009,Sugar 1kg,Grocery,Baking,1,40,40,22,18,Cash,Store,New
104467,2024-02-18 10:05:00,C3369,B011,Maadi 2,Cairo,P005,Instant Coffee 200g,Coffee,Instant,1,95,95,45,50,Visa,Store,Returning
104468,2024-01-16 16:10:00,C3919,B003,New Cairo (Waterway),Cairo,P027,Peanut Butter 350g,Grocery,Spread,4,95,380,220,160,Cash,Store,Returning
104469,2024-10-26 08:39:00,C3315,B007,Zamalek,Cairo,P022,Cashews 200g,Nuts,Roasted,1,110,110,65,45,Visa,Store,Returning
104470,2024-01-10 10:34:00,C3950,B007,Zamalek,Cairo,P009,Sugar 1kg,Grocery,Baking,3,40,120,66,54,Cash,Store,New
104471,2024-04-14 16:13:00,C1300,B010,Sheikh Zayed,Giza,P016,Detergent 2kg,Household,Cleaning,4,120,480,280,200,Visa,Store,Returning
104472,2024-02-02 14:19:00,C1132,B007,Zamalek,Cairo,P019,Cinnamon 50g,Spices,Spice,2,48,96,56,40,Visa,Store,Returning
104473,2024-03-09 09:49:00,C1138,B012,City Stars,Cairo,P019,Cinnamon 50g,Spices,Spice,1,48,48,28,20,Cash,Store,Returning
104474,2024-12-15 19:30:00,C1874,B001,Maadi 1,Cairo,P009,Sugar 1kg,Grocery,Baking,2,40,80,44,36,Wallet,Store,New
104475,2024-01-11 15:02:00,C2727,B004,Mall of Arabia - 6th October,Giza,P001,Almonds 250g,Nuts,Roasted,1,85,85,55,30,Visa,Store,Returning
104476,2024-09-27 18:32:00,C1503,B012,City Stars,Cairo,P039,Cooking Spray 200ml,Household,Cooking,1,65,65,36,29,Cash,Store,Returning
104477,2024-08-10 20:51:00,C4209,B010,Sheikh Zayed,Giza,P024,Biscuits 200g,Snacks,Biscuit,1,30,30,16,14,Cash,Store,Returning
104478,2024-12-27 08:36:00,C3359,B009,6th of October City,Giza,P005,Instant Coffee 200g,Coffee,Instant,1,95,95,45,50,Cash,Store,Returning
104479,2024-10-31 10:43:00,C4242,B012,City Stars,Cairo,P019,Cinnamon 50g,Spices,Spice,1,48,48,28,20,Visa,Store,Returning
104480,2024-06-04 16:28:00,C3381,B007,Zamalek,Cairo,P018,Black Pepper 50g,Spices,Pepper,2,55,110,60,50,Wallet,Store,New
104481,2024-07-28 13:03:00,C2624,B008,Dokki,Giza,P032,Frozen Vegetables 400g,Frozen,Veg,3,55,165,96,69,Visa,Store,Returning
104482,2024-05-17 20:21:00,C4490,B007,Zamalek,Cairo,P002,Pistachio 200g,Nuts,Salted,1,120,120,75,45,Cash,Store,New
104483,2024-08-29 14:23:00,C1252,B011,Maadi 2,Cairo,P010,Rice 5kg,Grocery,Staples,3,180,540,330,210,Cash,Store,Returning
104484,2024-09-18 10:32:00,C4134,B002,Mohandeseen,Giza,P018,Black Pepper 50g,Spices,Pepper,1,55,55,30,25,Cash,Store,Returning
104485,2024-09-12 15:36:00,C3707,B006,Nasr City,Cairo,P009,Sugar 1kg,Grocery,Baking,1,40,40,22,18,Cash,Online,Returning
104486,2024-01-21 11:19:00,C3757,B006,Nasr City,Cairo,P017,Salt 500g,Grocery,Staples,1,12,12,6,6,Visa,Store,New
104487,2024-02-01 10:27:00,C2100,B003,New Cairo (Waterway),Cairo,P003,Mixed Nuts 300g,Nuts,Mix,1,150,150,95,55,Cash,Online,New
104488,2024-04-25 08:13:00,C1751,B003,New Cairo (Waterway),Cairo,P039,Cooking Spray 200ml,Household,Cooking,1,65,65,36,29,Wallet,Store,New
104489,2024-05-10 13:10:00,C1755,B006,Nasr City,Cairo,P010,Rice 5kg,Grocery,Staples,1,180,180,110,70,Mada,Store,Returning
104490,2024-01-06 17:58:00,C3139,B012,City Stars,Cairo,P027,Peanut Butter 350g,Grocery,Spread,1,95,95,55,40,Visa,Online,New
104491,2024-08-24 20:49:00,C3673,B005,Heliopolis,Cairo,P003,Mixed Nuts 300g,Nuts,Mix,1,150,150,95,55,Visa,Store,New
104492,2024-07-14 11:21:00,C1799,B002,Mohandeseen,Giza,P019,Cinnamon 50g,Spices,Spice,1,48,48,28,20,Cash,Store,Returning
104493,2024-11-27 10:17:00,C3498,B008,Dokki,Giza,P034,Ginger Powder 100g,Spices,Powder,1,45,45,25,20,Cash,Store,New
104494,2024-03-03 10:21:00,C1320,B012,City Stars,Cairo,P010,Rice 5kg,Grocery,Staples,1,180,180,110,70,Visa,Store,Returning
104495,2024-11-20 17:37:00,C3347,B001,Maadi 1,Cairo,P006,Olive Oil 500ml,Oils,Olive,2,220,440,280,160,Cash,Store,Returning
104496,2024-04-17 14:46:00,C1057,B007,Zamalek,Cairo,P033,Garlic Powder 100g,Spices,Powder,1,40,40,22,18,Visa,Store,Returning
104497,2024-03-10 15:27:00,C1189,B004,Mall of Arabia - 6th October,Giza,P015,Orange Juice 1L,Beverages,Juice,1,60,60,35,25,Cash,Store,New
104498,2024-03-17 16:22:00,C1596,B012,City Stars,Cairo,P005,Instant Coffee 200g,Coffee,Instant,1,95,95,45,50,Cash,Store,Returning
104499,2024-09-23 11:29:00,C2498,B003,New Cairo (Waterway),Cairo,P032,Frozen Vegetables 400g,Frozen,Veg,2,55,110,64,46,Wallet,Online,Returning
104500,2024-04-22 15:43:00,C1744,B003,New Cairo (Waterway),Cairo,P026,Chocolate 100g,Confectionery,Chocolate,1,35,35,20,15,Cash,Store,New
104501,2024-04-16 09:02:00,C1318,B004,Mall of Arabia - 6th October,Giza,P011,Pasta 500g,Grocery,Pasta,1,35,35,18,17,Wallet,Store,Returning
104502,2024-12-23 19:56:00,C3615,B001,Maadi 1,Cairo,P023,Tea Bags 100pcs,Beverages,Tea,1,90,90,50,40,Cash,Store,Returning
104503,2024-06-08 10:41:00,C2969,B004,Mall of Arabia - 6th October,Giza,P014,Milk 1L,Dairy,Milk,1,45,45,25,20,Cash,Online,Returning
104504,2024-04-14 19:28:00,C4172,B001,Maadi 1,Cairo,P010,Rice 5kg,Grocery,Staples,2,180,360,220,140,Cash,Store,Returning
104505,2024-04-10 18:07:00,C3091,B011,Maadi 2,Cairo,P004,Turkish Coffee 200g,Coffee,Ground,1,110,110,60,50,Visa,Online,New
104506,2024-09-20 11:34:00,C2652,B005,Heliopolis,Cairo,P018,Black Pepper 50g,Spices,Pepper,2,55,110,60,50,Cash,Store,Returning
104507,2024-02-12 10:23:00,C4353,B011,Maadi 2,Cairo,P018,Black Pepper 50g,Spices,Pepper,2,55,110,60,50,Visa,Store,New
104508,2024-01-07 12:29:00,C2470,B004,Mall of Arabia - 6th October,Giza,P022,Cashews 200g,Nuts,Roasted,1,110,110,65,45,Cash,Store,Returning
104509,2024-12-29 18:40:00,C2249,B006,Nasr City,Cairo,P037,Protein Bar 50g,Health,Protein,1,40,40,22,18,Visa,Store,New
104510,2024-02-28 15:26:00,C4468,B010,Sheikh Zayed,Giza,P009,Sugar 1kg,Grocery,Baking,2,40,80,44,36,Visa,Store,New
104511,2024-11-30 18:24:00,C3609,B005,Heliopolis,Cairo,P032,Frozen Vegetables 400g,Frozen,Veg,1,55,55,32,23,Cash,Store,Returning
104512,2024-06-06 12:46:00,C2772,B012,City Stars,Cairo,P033,Garlic Powder 100g,Spices,Powder,1,40,40,22,18,Cash,Store,Returning
104513,2024-12-06 19:34:00,C1677,B004,Mall of Arabia - 6th October,Giza,P005,Instant Coffee 200g,Coffee,Instant,1,95,95,45,50,Visa,Store,New
104514,2024-08-10 12:01:00,C2335,B006,Nasr City,Cairo,P038,Energy Drink 330ml,Beverages,Energy,4,30,120,72,48,Cash,Store,New
104515,2024-08-18 11:41:00,C3538,B010,Sheikh Zayed,Giza,P035,Tahini 400g,Grocery,Condiment,1,120,120,72,48,Cash,Store,New
104516,2024-11-11 11:16:00,C1401,B012,City Stars,Cairo,P017,Salt 500g,Grocery,Staples,1,12,12,6,6,Mada,Store,Returning
104517,2024-10-11 11:40:00,C4084,B010,Sheikh Zayed,Giza,P022,Cashews 200g,Nuts,Roasted,1,110,110,65,45,Cash,Store,New
104518,2024-11-10 22:38:00,C1713,B008,Dokki,Giza,P014,Milk 1L,Dairy,Milk,1,45,45,25,20,Wallet,Store,Returning
104519,2024-09-22 21:13:00,C1766,B011,Maadi 2,Cairo,P032,Frozen Vegetables 400g,Frozen,Veg,1,55,55,32,23,Cash,Store,New
104520,2024-01-12 11:10:00,C3701,B002,Mohandeseen,Giza,P010,Rice 5kg,Grocery,Staples,1,180,180,110,70,Visa,Store,New
104521,2024-10-24 21:43:00,C2873,B007,Zamalek,Cairo,P034,Ginger Powder 100g,Spices,Powder,1,45,45,25,20,Mada,Store,New
104522,2024-02-11 18:43:00,C4301,B012,City Stars,Cairo,P040,Granola 400g,Breakfast,Cereal,1,95,95,55,40,Cash,Store,Returning
104523,2024-07-21 14:27:00,C2744,B012,City Stars,Cairo,P031,Bread 1pc,Bakery,Bread,1,8,8,4,4,Visa,Store,Returning
104524,2024-12-09 20:02:00,C4197,B007,Zamalek,Cairo,P030,Yogurt 170g,Dairy,Yogurt,1,18,18,10,8,Visa,Store,Returning
104525,2024-06-01 15:26:00,C3163,B008,Dokki,Giza,P026,Chocolate 100g,Confectionery,Chocolate,1,35,35,20,15,Cash,Store,Returning
104526,2024-10-17 17:43:00,C1186,B009,6th of October City,Giza,P031,Bread 1pc,Bakery,Bread,1,8,8,4,4,Cash,Store,New
104527,2024-10-25 13:46:00,C1950,B010,Sheikh Zayed,Giza,P031,Bread 1pc,Bakery,Bread,1,8,8,4,4,Cash,Store,New
104528,2024-04-28 16:21:00,C3060,B003,New Cairo (Waterway),Cairo,P024,Biscuits 200g,Snacks,Biscuit,2,30,60,32,28,Cash,Online,Returning
104529,2024-07-14 10:09:00,C2549,B002,Mohandeseen,Giza,P035,Tahini 400g,Grocery,Condiment,1,120,120,72,48,Cash,Store,New
104530,2024-07-24 11:58:00,C3929,B011,Maadi 2,Cairo,P018,Black Pepper 50g,Spices,Pepper,3,55,165,90,75,Cash,Store,New
104531,2024-12-12 14:14:00,C3543,B010,Sheikh Zayed,Giza,P039,Cooking Spray 200ml,Household,Cooking,1,65,65,36,29,Visa,Store,Returning
104532,2024-11-01 12:00:00,C2586,B004,Mall of Arabia - 6th October,Giza,P038,Energy Drink 330ml,Beverages,Energy,1,30,30,18,12,Visa,Store,Returning
104533,2024-05-26 14:23:00,C1657,B007,Zamalek,Cairo,P006,Olive Oil 500ml,Oils,Olive,1,220,220,140,80,Visa,Store,Returning
104534,2024-04-11 09:30:00,C4298,B001,Maadi 1,Cairo,P001,Almonds 250g,Nuts,Roasted,2,85,170,110,60,Visa,Store,New
104535,2024-01-28 10:47:00,C2336,B002,Mohandeseen,Giza,P022,Cashews 200g,Nuts,Roasted,1,110,110,65,45,Cash,Store,Returning
104536,2024-08-27 11:24:00,C2546,B011,Maadi 2,Cairo,P035,Tahini 400g,Grocery,Condiment,2,120,240,144,96,Cash,Store,Returning
104537,2024-03-26 13:47:00,C2029,B007,Zamalek,Cairo,P022,Cashews 200g,Nuts,Roasted,1,110,110,65,45,Visa,Store,New
104538,2024-12-26 21:11:00,C2839,B003,New Cairo (Waterway),Cairo,P004,Turkish Coffee 200g,Coffee,Ground,1,110,110,60,50,Wallet,Store,Returning
104539,2024-09-15 15:17:00,C3785,B010,Sheikh Zayed,Giza,P039,Cooking Spray 200ml,Household,Cooking,1,65,65,36,29,Cash,Online,Returning
104540,2024-08-06 18:25:00,C3628,B001,Maadi 1,Cairo,P009,Sugar 1kg,Grocery,Baking,1,40,40,22,18,Visa,Store,Returning
104541,2024-01-18 17:00:00,C2543,B005,Heliopolis,Cairo,P020,Dates Medjool 500g,Dry Fruits,Dates,2,140,280,170,110,Visa,Store,New
104542,2024-01-12 19:28:00,C3153,B004,Mall of Arabia - 6th October,Giza,P025,Chips 150g,Snacks,Chips,1,25,25,13,12,Mada,Store,Returning
104543,2024-07-30 12:19:00,C4494,B008,Dokki,Giza,P031,Bread 1pc,Bakery,Bread,1,8,8,4,4,Visa,Store,Returning
104544,2024-10-19 18:44:00,C4409,B004,Mall of Arabia - 6th October,Giza,P026,Chocolate 100g,Confectionery,Chocolate,2,35,70,40,30,Visa,Store,Returning
104545,2024-11-10 13:40:00,C3679,B005,Heliopolis,Cairo,P020,Dates Medjool 500g,Dry Fruits,Dates,1,140,140,85,55,Cash,Online,Returning
104546,2024-01-30 20:52:00,C2758,B010,Sheikh Zayed,Giza,P003,Mixed Nuts 300g,Nuts,Mix,1,150,150,95,55,Visa,Store,Returning
104547,2024-09-10 09:58:00,C1469,B007,Zamalek,Cairo,P038,Energy Drink 330ml,Beverages,Energy,2,30,60,36,24,Cash,Online,New
104548,2024-12-28 18:42:00,C4350,B006,Nasr City,Cairo,P013,Cheddar Cheese 200g,Dairy,Cheese,1,95,95,55,40,Visa,Store,Returning
104549,2024-01-08 12:22:00,C3369,B008,Dokki,Giza,P006,Olive Oil 500ml,Oils,Olive,1,220,220,140,80,Wallet,Store,Returning
104550,2024-08-02 14:36:00,C1433,B005,Heliopolis,Cairo,P015,Orange Juice 1L,Beverages,Juice,1,60,60,35,25,Cash,Store,Returning
104551,2024-04-19 19:14:00,C2222,B009,6th of October City,Giza,P037,Protein Bar 50g,Health,Protein,4,40,160,88,72,Cash,Store,New
104552,2024-01-30 19:49:00,C4344,B012,City Stars,Cairo,P025,Chips 150g,Snacks,Chips,1,25,25,13,12,Cash,Store,New
104553,2024-10-20 08:42:00,C2647,B006,Nasr City,Cairo,P036,Olives 300g,Grocery,Olives,1,75,75,40,35,Cash,Store,Returning
104554,2024-02-14 16:12:00,C3935,B008,Dokki,Giza,P040,Granola 400g,Breakfast,Cereal,1,95,95,55,40,Visa,Online,New
104555,2024-08-18 15:05:00,C1575,B010,Sheikh Zayed,Giza,P028,Mayonnaise 400g,Grocery,Condiment,1,65,65,38,27,Visa,Store,New
104556,2024-09-14 11:28:00,C4079,B005,Heliopolis,Cairo,P037,Protein Bar 50g,Health,Protein,1,40,40,22,18,Cash,Store,New
104557,2024-01-23 17:52:00,C3828,B007,Zamalek,Cairo,P010,Rice 5kg,Grocery,Staples,1,180,180,110,70,Visa,Store,Returning
104558,2024-09-14 08:25:00,C4190,B003,New Cairo (Waterway),Cairo,P014,Milk 1L,Dairy,Milk,1,45,45,25,20,Visa,Store,New
104559,2024-05-02 08:32:00,C2811,B010,Sheikh Zayed,Giza,P016,Detergent 2kg,Household,Cleaning,2,120,240,140,100,Visa,Online,Returning
104560,2024-07-18 12:25:00,C2230,B010,Sheikh Zayed,Giza,P026,Chocolate 100g,Confectionery,Chocolate,1,35,35,20,15,Mada,Store,Returning
104561,2024-04-23 12:49:00,C3437,B004,Mall of Arabia - 6th October,Giza,P029,Vinegar 500ml,Grocery,Condiment,1,28,28,16,12,Cash,Store,Returning
104562,2024-10-31 13:11:00,C2557,B002,Mohandeseen,Giza,P021,Walnuts 200g,Nuts,Roasted,1,95,95,60,35,Cash,Store,Returning
104563,2024-07-01 14:02:00,C1618,B004,Mall of Arabia - 6th October,Giza,P032,Frozen Vegetables 400g,Frozen,Veg,1,55,55,32,23,Visa,Store,Returning
104564,2024-09-23 16:02:00,C1029,B004,Mall of Arabia - 6th October,Giza,P004,Turkish Coffee 200g,Coffee,Ground,1,110,110,60,50,Cash,Store,Returning
104565,2024-11-14 12:24:00,C2663,B007,Zamalek,Cairo,P007,Sunflower Oil 1L,Oils,Vegetable,3,180,540,300,240,Cash,Store,Returning
104566,2024-01-31 11:30:00,C3593,B007,Zamalek,Cairo,P019,Cinnamon 50g,Spices,Spice,1,48,48,28,20,Cash,Store,New
104567,2024-08-08 19:58:00,C1478,B010,Sheikh Zayed,Giza,P029,Vinegar 500ml,Grocery,Condiment,2,28,56,32,24,Cash,Store,Returning
104568,2024-02-11 14:05:00,C3814,B003,New Cairo (Waterway),Cairo,P018,Black Pepper 50g,Spices,Pepper,3,55,165,90,75,Cash,Online,Returning
104569,2024-01-23 20:15:00,C1300,B012,City Stars,Cairo,P022,Cashews 200g,Nuts,Roasted,3,110,330,195,135,Visa,Store,Returning
104570,2024-12-23 13:22:00,C4275,B009,6th of October City,Giza,P005,Instant Coffee 200g,Coffee,Instant,1,95,95,45,50,Visa,Store,Returning
104571,2024-12-30 22:44:00,C1248,B002,Mohandeseen,Giza,P007,Sunflower Oil 1L,Oils,Vegetable,4,180,720,400,320,Visa,Online,New
104572,2024-01-23 08:50:00,C2687,B005,Heliopolis,Cairo,P023,Tea Bags 100pcs,Beverages,Tea,1,90,90,50,40,Cash,Store,New
104573,2024-04-23 11:13:00,C2067,B006,Nasr City,Cairo,P029,Vinegar 500ml,Grocery,Condiment,1,28,28,16,12,Cash,Store,New
104574,2024-12-04 14:00:00,C3114,B002,Mohandeseen,Giza,P013,Cheddar Cheese 200g,Dairy,Cheese,2,95,190,110,80,Wallet,Store,Returning
104575,2024-06-10 19:00:00,C2278,B001,Maadi 1,Cairo,P018,Black Pepper 50g,Spices,Pepper,2,55,110,60,50,Cash,Store,New
104576,2024-09-03 11:50:00,C3555,B009,6th of October City,Giza,P019,Cinnamon 50g,Spices,Spice,1,48,48,28,20,Cash,Online,Returning
104577,2024-01-16 09:11:00,C2341,B005,Heliopolis,Cairo,P035,Tahini 400g,Grocery,Condiment,1,120,120,72,48,Wallet,Online,Returning
104578,2024-02-18 16:05:00,C4095,B006,Nasr City,Cairo,P007,Sunflower Oil 1L,Oils,Vegetable,1,180,180,100,80,Visa,Store,Returning
